database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20P02830216_CSHC18_NEG	20P02830217_CSHC18_NEG	20P02830215_CSHC18_NEG	20P02830224_CSHC18_NEG	20P02830213_CSHC18_NEG	20P02830210_CSHC18_NEG	20P02830211_CSHC18_NEG	20P02830218_CSHC18_NEG	20P02830219_CSHC18_NEG	20P02830133_CSHC18_NEG	20P02830132_CSHC18_NEG	20P02830131_CSHC18_NEG	20P02830130_CSHC18_NEG	20P02830136_CSHC18_NEG	20P02830135_CSHC18_NEG	20P02830134_CSHC18_NEG	20P02830139_CSHC18_NEG	20P02830138_CSHC18_NEG	20P02830024_CSHC18_NEG	20P02830320_CSHC18_NEG	20P02830026_CSHC18_NEG	20P02830027_CSHC18_NEG	20P02830021_CSHC18_NEG	20P02830023_CSHC18_NEG	20P02830028_CSHC18_NEG	20P02830286_CSHC18_NEG	20P02830096_CSHC18_NEG	20P02830227_CSHC18_NEG	20P02830120_CSHC18_NEG	20P02830121_CSHC18_NEG	20P02830122_CSHC18_NEG	20P02830123_CSHC18_NEG	20P02830124_CSHC18_NEG	20P02830264_CSHC18_NEG	20P02830126_CSHC18_NEG	20P02830127_CSHC18_NEG	20P02830128_CSHC18_NEG	20P02830129_CSHC18_NEG	20P02830266_CSHC18_NEG	20P02830059_CSHC18_NEG	20P02830058_CSHC18_NEG	20P02830057_CSHC18_NEG	20P02830051_CSHC18_NEG	20P02830053_CSHC18_NEG	20P02830052_CSHC18_NEG	20P02830295_CSHC18_NEG	20P02830293_CSHC18_NEG	20P02830288_CSHC18_NEG	20P02830317_CSHC18_NEG	20P02830199_CSHC18_NEG	20P02830198_CSHC18_NEG	20P02830195_CSHC18_NEG	20P02830194_CSHC18_NEG	20P02830196_CSHC18_NEG	20P02830315_CSHC18_NEG	20P02830190_CSHC18_NEG	20P02830193_CSHC18_NEG	20P02830192_CSHC18_NEG	20P02830115_CSHC18_NEG	20P02830114_CSHC18_NEG	20P02830116_CSHC18_NEG	20P02830110_CSHC18_NEG	20P02830274_CSHC18_NEG	20P02830176_CSHC18_NEG	20P02830082_CSHC18_NEG	20P02830205_CSHC18_NEG	20P02830080_CSHC18_NEG	20P02830084_CSHC18_NEG	20P02830310_CSHC18_NEG	20P02830306_CSHC18_NEG	20P02830307_CSHC18_NEG	20P02830298_CSHC18_NEG	20P02830299_CSHC18_NEG	20P02830303_CSHC18_NEG	20P02830305_CSHC18_NEG	20P02830240_CSHC18_NEG	20P02830100_CSHC18_NEG	20P02830105_CSHC18_NEG	20P02830038_CSHC18_NEG	20P02830032_CSHC18_NEG	20P02830031_CSHC18_NEG	20P02830030_CSHC18_NEG	20P02830037_CSHC18_NEG	20P02830269_CSHC18_NEG	20P02830328_CSHC18_NEG	20P02830060_CSHC18_NEG	20P02830063_CSHC18_NEG	20P02830064_CSHC18_NEG	20P02830179_CSHC18_NEG	20P02830178_CSHC18_NEG	20P02830069_CSHC18_NEG	20P02830175_CSHC18_NEG	20P02830174_CSHC18_NEG	20P02830173_CSHC18_NEG	20P02830172_CSHC18_NEG	20P02830171_CSHC18_NEG	20P02830170_CSHC18_NEG	20P02830203_CSHC18_NEG	20P02830183_CSHC18_NEG	20P02830180_CSHC18_NEG	20P02830002_CSHC18_NEG	20P02830006_CSHC18_NEG	20P02830188_CSHC18_NEG	20P02830189_CSHC18_NEG	20P02830202_CSHC18_NEG	20P02830271_CSHC18_NEG	20P02830185_CSHC18_NEG	20P02830229_CSHC18_NEG	20P02830228_CSHC18_NEG	20P02830164_CSHC18_NEG	20P02830226_CSHC18_NEG	20P02830092_CSHC18_NEG	20P02830095_CSHC18_NEG	20P02830162_CSHC18_NEG	20P02830163_CSHC18_NEG	20P02830220_CSHC18_NEG	20P02830017_CSHC18_NEG	20P02830016_CSHC18_NEG	20P02830018_CSHC18_NEG	20P02830089_CSHC18_NEG	20P02830151_CSHC18_NEG	20P02830153_CSHC18_NEG	20P02830152_CSHC18_NEG	20P02830154_CSHC18_NEG	20P02830159_CSHC18_NEG	20P02830158_CSHC18_NEG	20P02830276_CSHC18_NEG	20P02830238_CSHC18_NEG	20P02830239_CSHC18_NEG	20P02830234_CSHC18_NEG	20P02830235_CSHC18_NEG	20P02830236_CSHC18_NEG	20P02830237_CSHC18_NEG	20P02830230_CSHC18_NEG	20P02830231_CSHC18_NEG	20P02830232_CSHC18_NEG	20P02830233_CSHC18_NEG	20P02830048_CSHC18_NEG	20P02830046_CSHC18_NEG	20P02830042_CSHC18_NEG	20P02830043_CSHC18_NEG	20P02830040_CSHC18_NEG	20P02830001_CSHC18_NEG	20P02830322_CSHC18_NEG	20P02830323_CSHC18_NEG	20P02830326_CSHC18_NEG	20P02830146_CSHC18_NEG	20P02830147_CSHC18_NEG	20P02830144_CSHC18_NEG	20P02830145_CSHC18_NEG	20P02830142_CSHC18_NEG	20P02830143_CSHC18_NEG	20P02830140_CSHC18_NEG	20P02830141_CSHC18_NEG	20P02830209_CSHC18_NEG	20P02830208_CSHC18_NEG	20P02830075_CSHC18_NEG	20P02830073_CSHC18_NEG	20P02830072_CSHC18_NEG	20P02830079_CSHC18_NEG	20P02830078_CSHC18_NEG
				LPI(18:0)					1.22												5910338.731	7356848.653	8784449.606	4101629.382	5794647.336	4315419.244	4626178.462	7808874.813	4377269.523	5082184.286	5139483.317	2192414.692	5953913.019	4464701.458	5865036.19	6733639.406	8684118.858	7760783.751	8811949.842	3697847.059	5168023.214	15252742.03	11626283.22	5736557.323	12081982	5558106.784	4186535.658	9366997.73	5278322.662	8656746.84	7704839.697	3103586.503	12613645.02	3393053.636	7456849.617	12585673	6718409.482	6772520.79	6549183.883	6891615.027	4996232.924	7864162.041	11843609.07	5748977.555	7113328.236	6151747.861	6054781.807	8067977.56	2601930.482	8047854.012	7605778.975	5637375.405	3987349.666	4808472.39	6647004.466	3715015.847	5766353.875	6156128.314	4916633.768	6769935.728	9014323.016	6726842.99	11212041.58	7490325.577	5332812.222	3042256.984	4167544.176	4244371.764	6802886.078	3388805.706	6057854.06	2015706.47	4439038.584	8016532.639	5592601.866	4384589.308	4684628.961	7162865.772	6258775.137	7313964.037	6495247.16	10796699.3	5988488.575	6643473.894	3500352.333	4110721.716	7995048.781	7986382.179	5211790.809	6295189.9	12198907.09	5642214.93	6109306.354	7997284.239	9996280.401	6280109.991	11948014.39	8809125.97	4456971.15	5346831.877	7297311.59	11952336.39	3906845.74	7307397.989	7228440.65	3914606.432	6174254.241	4120664.973	4953481.981	11813084.97	7024173.183	4427559.576	8147955.385	5483456.65	6162069.371	5900764.746	5558466.673	5298098.278	9101739.083	6478281.543	5294761.043	4157528.221	6773551.513	2904694.477	3629600.366	8407972.193	10719509.28	3189557.367	2841706.375	2920943.772	2752511.472	2138770.591	3003340.162	2657122.976	2916442.847	3266545.611	4209665.896	7197270.75	6168726.652	5766030.035	9735633.212	8744546.862	10515506.82	6657015.697	4733750.635	4935190.752	7665285.474	3389684.568	4884418.668	5021552.047	5880510.589	7379516.126	5462130.954	7615586.326	4296375.982	5266364.352	14141590.54	7639682.064	6790361.208	2358952.033	9411523.081
				LdMePE(18:1)					1.27												4016462.478	6195834.069	4424913.767	5480680.394	7549022.219	4705308.291	5336394.922	3551711.684	4677105.637	4173829.623	3943982.809	2913345.644	4308005.105	3964646.712	3680451.921	4187027.974	4006077.37	4891794.193	5668063.22	5746470.786	5858230.214	4201846.691	8101907.872	6691371.45	4253721.675	4621044.371	3667093.913	5572546.698	4337988.813	7064318.003	4174636.463	4892940.13	3083604.051	6081383.836	7603183.159	7326905.568	4062059.638	4299888.046	3761027.057	4506387.71	5020159.299	4351464.324	4572835.929	5507496.682	4966692.716	2813890.188	3541472.819	4553367.533	5875088.912	3997096.002	4473570.227	4075871.778	3853490.836	5593051.851	4077192.929	4448269.552	5896430.755	3554054.525	3060346.647	4205025.115	3935764.449	5610224.65	2937477.349	6464434.487	5948190.365	3271457.937	3694722.157	3563639.642	5418163.674	6043711.456	4578740.984	4052826.095	5222413.14	6630164.137	6386833.718	6218537.49	3940706.738	4389681.095	4020308.923	4435722.036	5930105.742	5017496.103	7271794.206	4335836.155	5062369.924	5438519.816	2776255.772	6017884.754	3752290.693	4832312.299	3080834.188	4942432.334	8394973.122	5575405.734	6880677.305	5042858.511	8431340.987	4282384.969	5112517.807	4595560.812	6428265.167	2607312.531	6061549.054	6071553.299	4290568.263	4655129.266	4482009.225	4767255.836	6799165.811	4489140.159	5065780.561	7960337.817	8797647.341	5101243.681	3640701.367	3936089.146	7005988.598	5162232.677	5437353.524	4033905.169	4127848.132	4814486.419	6501183.071	5019944.505	5055953.037	4626998.305	3965631.007	4178921.81	6952737.283	2972189.596	5240703.491	3856905.316	4008774.347	8544192.346	3066356.382	3832391.981	4582399.625	2474878.074	3271071.559	633317.1964	6267109.781	6074523.718	4824225.211	3900113.848	4246332.666	5102267.091	6140814.413	5881691.87	4081826.181	4250761.872	5271520.982	5244155.447	4528491.233	4321426.629	5377177.629	4945194.862	5155046.427	5204908.484	6813138.132	5184906.798	5729471.736
				LdMePE(18:0)					1.67												10428528.13	11389320.53	16340374.88	13862541.62	13971871.81	924939.2667	997066.1648	8794250.912	12558725.78	9311974.516	11077851.81	10511156.9	11751503.82	9792025.601	11504627.11	9908776.392	9451953.157	10823419.62	15698405.08	10879326.11	16118317.97	6765269.42	7319964.751	9077789.586	9476374.739	11094844.23	9858501.865	14509956.22	10372947.58	18351050.77	11512833.3	12027507.26	4477508.997	12225305.67	16730441.43	14657856.98	10461862.5	11319214.52	5826996.121	8623031.368	13875689.55	10868039.47	15787076.55	11661809.02	11137912.21	3316013.887	10225292.24	5173975.202	10694102.87	14322878.78	12191150.24	11163526.08	10612491.72	14426101.48	10420251.36	12366507.68	13807060.75	11896811.49	6794053.61	11428690.23	9573233.5	12403818.36	3570807.632	15315141.28	13445375.72	8766142.09	10083964.18	10715857.92	11924559.68	12692904.79	12045328	9542502.935	14220641.62	12610225.87	9843050.886	12726230.5	10014475.04	10819090.24	8317927.737	6568320.105	11883759.7	11841055.63	13157345.41	14821406.87	9798001.59	12335527.37	3850000.463	16154798.25	14514073.42	12625892.72	3077446.08	10871838.44	14754624.53	12531067.95	15551593.43	13327643.13	17464802.05	15042210.43	14565157.59	11697527.45	9980455.226	6701055.677	12911327.38	12964890.15	14883165.16	9236399.349	1284413.569	10506392.1	16004222.57	7501188.729	16057824.03	12844416.81	16945125.85	13292611.76	10984893.15	10317831.14	18719948.7	13046381.36	16237135.57	4399282.398	10266297.4	11439144.75	13256201.31	11234182.11	12566821.03	10263642.75	2710150.61	10408263.41	15608979.16	8644966.82	11848345.93	9195958.56	9426179.951	10064534.38	7580782.155	13006984.2	12863603.6	5048704.088	9882184.924	846162.0832	5777193.342	10713750.44	15469536.49	4985055.9	9349804.788	15050443.27	13372612.35	14965050.29	11969589.32	13083997.88	13944016.7	14744008.65	10065452.69	11949164.75	11324746.39	15267196.22	5322907.697	13284956.88	15900136.95	10767365.9	11435941.33
				PE(18:1/22:6)					3.59												9331.610464	14351.21576	9895.988996	8201.509703	14679.05843	13314.69248	8360.211855	11674.86557	7125.034552	10536.27926	15015.3853	9257.646817	9080.922727	22699.75534	12195.42144	2583.201137	3413.078383	24644.16209	26844.80243	28884.77744	21186.21539	221407.758	1267646.91	19702.95708	52210.37328	34981.22539	4250.506855	22297.54159	15531.59665	19134.64033	13907.53587	16212.95316	43922.84462	23029.31409	6713.807163	14965.15812	27437.23159	16516.35758	13581.87559	11223.23445	6573.094217	10676.35588	34926.20445	8859.110239	15168.86169	71933.85159	27224.14493	96249.94003	31991.75445	13059.54246	6163.635872	13063.74646	11158.88866	470.803348	26336.92113	5155.853355	8000.399675	9195.361401	33481.31039	10903.12597	402085.1791	14195.99871	95282.33881	14362.19997	1719.804053	2019.949405	13427.85085	17038.36774	24252.13989	8393.088235	65482.82582	11279.38762	22412.36608	22312.7322	42068.99529	9558.082271	2365.846705	2560.706289	8695.081025	148541.2546	27970.89234	24904.60669	3584.573924	21005.80523	19586.47437	848.8877384	222615.9417	14985.91236	5457.904534	3281.333534	533704.6544	5220.769456	3269.50603	3904.027542	13508.9548	8603.587243	20031.53837	10216.23763	9819.614935	3485.418565	7214.364372	73404.70235	785.8216375	6434.490496	7968.807673	39520.28567	2500.186137	13747.58863	10525.00446	209576.6491	8510.080794	290572.8154	9544.51175	8164.474418	15285.92688	31568.29967	17813.41472	14158.68868	39364.58177	478276.8445	7049.232627	14329.13147	5210.309171	5668.701324	10130.14255	14272.70479	11706.70958	16599.20794	6411.726117	16274.60249	9192.780429	2892.026297	9681.52635	9228.34741	13036.22802	9485.426446	13906.79357	274059.3031	14735.21665	110169.6933	647534.0493	11003.8459	13032.67093	42685.35447	28283.62014	24569.30956	17826.48397	6962.153158	13139.19358	24501.08046	15851.22246	14068.96555	7929.877852	10071.9273	8217.003533	3356.121363	87111.72484	15416.55932	15909.67752	51012.21692	23045.55122
				PI(16:1/18:2)					3.63												228606.4682	339018.1427	313293.0598	204007.5726	215451.3564	202126.9702	203249.8104	282320.9046	208341.2481	353107.7834	346564.3388	334605.2948	212575.4295	226279.6688	193665.5154	257695.7436	446717.0207	177678.5383	472931.5739	480400.2048	230478.6735	800940.9332	375324.3144	447199.7554	1404605.937	212968.5553	411477.9364	321894.9189	138418.7495	479011.6175	139918.8083	175103.6223	70046.13972	211818.1878	217492.976	255152.1179	555939.7768	256103.8858	419897.6368	460805.736	172905.3986	492325.8648	428903.2703	182842.5025	362286.263	1875040.627	190088.3939	379717.846	206439.6176	214487.1889	464785.7762	439062.571	336691.4025	261019.1966	296735.0045	221240.4516	144687.1341	231011.8906	638700.9097	172041.1248	196430.4888	191179.7746	237437.3226	251486.871	394166.3954	579488.3683	324825.0026	121055.6015	205006.7917	292417.8573	286445.679	159842.7875	343956.3842	254548.9019	204574.2424	444062.9369	171055.7442	140585.2243	174603.4407	88002.2304	197742.5363	220831.2458	192586.7367	434402.5397	316351.4766	208089.7145	674825.423	261036.5398	275419.7801	333693.8486	159975.779	268575.2527	198867.1329	135990.5929	272751.849	206068.2988	407516.0419	370392.95	257565.2695	240723.9633	175100.879	158889.185	371681.521	341850.3315	333225.3452	316136.7687	166099.4735	269224.6534	342135.3637	489312.2157	285743.6369	307677.7371	401693.1693	199735.9129	190385.3714	180579.7373	470811.3226	324395.5444	227376.4395	608549.3668	144100.9369	280028.8663	149715.2226	275462.5141	134772.2827	343049.653	279480.216	182359.5004	289402.9498	205044.9539	386444.6665	160271.7331	244035.4638	304380.3061	215452.0052	178519.7139	165160.8783	158243.7349	244070.7368	70988.7307	233038.5091	261399.3367	230479.2386	220244.2601	452793.4248	515406.9449	212578.9986	152449.9126	262553.7367	198835.7767	121297.2287	274150.9565	120476.4908	127077.7565	254589.9527	280721.1462	143665.6691	237416.8335	355739.4413	98796.48528	377852.3027
				PI(16:0/20:5)					3.69												243103.1734	148693.7369	359899.6246	169658.534	207385.8134	187268.845	195004.1879	239682.2159	211831.1751	134874.7148	725391.532	341952.2742	226204.6822	187391.2598	355247.5595	182868.3743	580635.3286	274538.1021	1054624.762	371145.994	392975.4359	1497467.867	391203.6733	3344739.706	1288246.255	211918.6049	727986.7434	203162.2045	275618.8024	248845.6116	305544.4691	373990.4403	148310.5615	112720.6668	175234.5022	197133.3768	112779.5754	162005.4765	303749.0663	215435.1563	548277.9321	193201.1138	279047.8963	55360.3574	542958.6334	1320833.917	514065.6841	569648.6521	798354.0277	369095.4628	93814.85802	157929.5195	94244.04782	75051.77766	160042.2273	240058.3461	159316.4444	128440.2348	162793.4578	195247.8919	1281693.853	156284.6125	601159.3466	241270.1912	1212379.301	349113.0885	385548.2164	206623.4594	395380.7987	121496.1639	117252.8522	100312.801	560324.927	126653.2839	252096.8163	420467.5337	157215.6384	68777.47514	412845.4805	50145.67821	389514.1046	201073.4385	255407.6812	281984.5423	193046.3709	127363.8482	824975.6424	637032.4151	668550.1958	109298.4777	208487.8865	88696.4902	101213.8724	88304.03856	268872.184	76340.14421	398358.5388	578158.1015	343777.5638	410552.757	84886.61055	261921.0415	107181.6026	138767.9267	366528.5749	365962.051	80623.66033	201115.8272	728727.3903	597354.3378	760195.8962	217018.7787	240991.0479	355999.299	101726.6191	213123.1452	822325.0214	1534013.325	350521.262	359372.1443	141419.3777	321073.392	271954.8777	1097105.346	102127.4024	85266.75356	1128799.689	145333.7602	196619.3858	228960.1554	1127286.09	241489.6364	234021.9725	270771.2351	447008.3575	339003.7103	175972.9746	471954.9986	295184.9285	179888.0425	98233.95996	115197.4759	425427.5689	287562.0566	102134.8881	1204907.749	82007.24326	241713.8574	93287.31345	139279.6739	106627.3089	666269.6648	62592.51849	94712.28745	104094.5415	274434.4432	122015.7734	129390.9	572351.9472	185302.0654	326654.4809
				PE(18:1/20:4)					3.8												20958.62673	55347.41626	22556.30153	28966.2331	28616.14845	26771.54499	35385.92732	32067.4325	30420.25209	33327.80637	42566.54387	28712.55403	30428.22524	52161.06522	40833.163	30282.62314	31339.60817	48111.18052	68035.4255	75258.8708	44427.70223	715200.4751	4365984.458	68870.92965	116261.595	124160.4231	43681.07619	47398.27342	52861.85041	56050.0155	59698.43717	46050.5222	112618.5625	101012.8157	41387.42441	79787.76047	69173.38902	37693.78239	51083.42944	27399.75322	30366.76224	33078.14503	63946.62005	28364.49005	41273.56888	214530.2076	67809.45561	353965.9083	50374.54135	37075.70613	29380.09273	36784.23818	24619.8305	11562.14792	80215.82934	21160.62245	35780.41629	20143.65295	84135.79911	54345.18546	784382.9896	35549.59789	272447.2221	25692.94953	28076.74865	17739.44954	40240.68219	38065.59854	98270.30891	32535.4802	116930.9366	39482.00261	65272.93976	102666.5601	178361.1784	30117.31124	31286.31748	20418.7633	34164.24134	588324.7732	78610.92436	61749.55739	39186.30706	55326.23368	53690.87768	26135.77716	648901.7779	67794.50998	18708.29404	13100.23132	1507898.729	22835.76411	9110.801452	37248.93107	36066.29493	23684.75869	64127.27743	25946.60425	28225.64231	33194.1852	40150.97757	168495.5564	8968.843328	15945.31877	24735.29676	115330.2653	12886.22166	32753.85592	57801.30725	626605.6477	38800.71685	819402.3761	42435.81161	29985.60029	33784.41156	41109.69497	53943.81979	53371.42943	81936.9927	1303552.866	25150.82381	23982.48349	34120.18699	35914.55181	37288.2005	50476.94936	86433.97406	27248.00206	22481.69848	27735.71994	28987.33986	21988.80754	24642.14493	35174.12172	34888.91935	31579.07601	35346.37472	717927.0354	36189.48443	262972.5595	1818770.664	28385.92786	38728.66372	161283.7534	77338.39183	65920.71842	47481.827	32468.59889	27070.27398	49351.30481	36720.56722	43841.57236	33746.54931	31055.03117	28439.58868	29362.85831	286320.4162	27493.32427	53530.4931	15563.86435	43905.68992
				PI(18:2/18:2)					3.81												2026218.071	579443.7948	2223967.184	2318188.365	1098799.174	1234255.87	1265437.444	1798024.804	2208168.697	812529.6123	386005.0377	2137694.938	1319366.611	2939104.425	475775.2052	782227.8892	1966743.937	929385.0806	2059685.501	1046645.15	1367650.042	3033157.671	2313456.617	328736.1811	5021597.187	293557.6091	597941.6783	1824331.225	868533.5424	1674574.271	855226.1897	928256.0492	520687.7054	1751453.993	638083.6602	2279142.884	1390449.18	1253115.791	1654853.583	2260813.819	591252.6678	1330777.202	611837.266	824503.4855	1702549.799	3217918.745	626535.2752	3269801.291	408498.3486	779009.5246	2807149.245	2036927.076	2646028.932	2628058.764	559482.1499	1470860.471	1689148.715	1488462.202	967987.7981	489427.4106	533941.0888	1383712.655	1380215.316	469856.2448	943762.5712	534163.0755	506839.512	959883.2428	1210877.696	2470978.372	390149.707	1657694.567	1357327.508	2871413.995	944933.7746	1750234.215	803949.6162	1502457.84	474178.4445	202271.3442	1119537.082	4231835.449	422956.5336	385614.5628	446530.9464	1696059.787	227581.9595	620939.4163	353557.3197	2167349.731	1313655.988	843368.0242	1351798.279	986246.3176	422940.0303	939312.2908	1919895.904	3551468.196	537915.7474	534252.5997	1117417.065	676727.15	1519390.006	2120589.473	1793529.713	1195569.398	2130410.07	2398841.448	1981775.893	1779764.136	2144788.585	1043502.278	2820511.803	582408.5155	1307430.823	2446436.946	1023028.013	1196790.962	1583088.27	549166.2596	500014.4183	1315847.795	478150.6715	1406631.887	188588.0217	1112035.121	731356.4732	712919.8867	1174505.58	267041.2624	1358623.182	371444.3343	737458.2876	1880430.059	658256.087	279287.6655	1191522.105	275952.2417	1416799.966	491263.3121	538548.7147	660713.9682	1230935.801	336343.6211	833661.5752	1692191.373	886524.9495	1046951.213	979096.0523	2291205.962	370637.3714	1526170.046	764580.4103	1785814.59	2470650.244	2482988.494	1787556.85	1024609.797	1201354.644	1017592.091	380485.8019
				PA(18:2p/24:2)					3.83												1418895.417	1784681.954	1561071.52	1154890.545	1158136.085	1111722.079	1514729.444	914065.5695	2079671.569	1645732.317	1676928.147	1449388.767	1651697.052	1408711.907	1245315.888	1030178.524	1387017.746	1354077.987	1305362.929	1287384.955	1741393.951	2461551.708	2814176.03	810296.8113	1709710.739	1297701.483	1181873.11	1103050.765	1017136.64	1654781.224	2107532.235	1136311.392	1216628.662	2323302.759	1696204.255	1495004.808	932546.8304	1502361.085	1545731.055	1528089.918	902950.3842	1755711.152	894470.9474	1361033.257	1627907.347	1376451.222	1425026.046	1848012.915	1345066.877	851664.3526	1594615.771	866617.662	2186999.27	1445982.465	1302718.985	1573872.055	1280395.157	1414123.877	1204718.304	1536214.816	1277739.865	1609778.447	1587031.853	1576064.341	1747779.704	1245214.285	1219577.759	1009853.228	1393978.09	1763811.498	1861883.846	1637673.131	1123580.21	1701017.139	1774306.536	1494498.542	1450410.719	1425419.456	833558.1041	1399831.082	1583423.942	1598723.809	1230738.123	1395591.164	1532672.938	1441210.524	1162973.927	910177.8719	1196392.693	1472932.539	1714665.489	1772276.742	1295343.009	1502023.967	1183061.635	1583569.608	851233.0375	1303344.98	1630544.524	1518912.847	2340066.236	1843017.723	1599991.575	1477383.58	1318024.486	1077391.98	2929544.125	1425420.08	1406386.324	1590690.358	1440421.241	1594063.911	1515528.762	948519.6022	1437442.636	892132.0054	1362901.886	1765828.284	2047377.309	1881196.85	1550658.646	1110060.14	1211597.266	918532.9444	1550755.751	1528346.257	939715.8643	1396497.63	1653468.569	1312748.123	1305069.144	1180555.281	1331686.236	1575506.287	1660151.7	1576424.979	1647957.98	1312117.786	773528.1006	2171268.612	1523109.857	1993273.599	1387140.237	1264159.203	1284933.75	1397591.831	1339032.654	1286922.092	1390669.741	1055324.295	1227013.355	1494107.677	1753097.2	2363866.442	1278825.537	1550310.704	1705648.981	1131969.454	1114101.607	2110700.621	1279154.797
				PI(16:0/18:3)					3.92												285660.7589	280595.3169	872204.6017	291308.5146	583985.9588	295870.136	599913.7822	303572.9377	197180.5983	118911.4356	1265496.177	500234.2458	243452.0605	202004.8988	572256.6136	301112.6136	1522072.019	503925.7731	2583767.86	1180749.193	874117.3655	2146480.401	318193.9251	4420077.174	1828494.967	314177.8273	1501264.807	551813.1159	397904.576	455335.1172	279181.2115	561658.7339	74432.10523	412737.8579	316802.5355	339293.1445	135940.3823	170041.6795	519208.94	537909.9299	1003732.249	586333.716	572256.2786	311572.981	1005556.362	2057865.194	885772.7089	510108.1218	273803.6595	705295.5025	669304.2991	779518.7708	623651.1642	642074.1279	627257.1766	391747.3502	844103.6481	195670.1602	357589.908	282883.2817	325342.9745	276196.2454	331392.8726	820425.8969	1142863.753	402042.4705	576747.6141	267140.7191	731884.0086	631509.7047	372121.0901	455974.369	916571.3134	204878.3259	850600.6843	716306.6681	303935.8954	141598.5975	977563.7148	231532.7125	934508.9581	1330790.549	317001.8034	549204.3364	426688.9593	253688.3863	320931.2709	1195746.867	160604.8849	232494.365	57652.01832	387989.0605	216553.9517	151276.0571	408426.9746	353985.6016	683821.8969	1026573.372	583921.2286	790184.0997	104285.2073	187125.9363	370549.4254	735281.3076	615104.8735	737538.194	421465.6384	286350.9648	1475092.367	468918.2407	1348448.328	322919.1387	490794.0388	804711.8666	101142.5943	513468.8582	1896142.086	1768051.321	812895.1226	439877.2219	143971.6534	508278.6062	382423.126	1839636.647	146555.9742	3884.03898	871519.4836	75553.98405	1059858.377	232881.5308	1619204.509	321875.5677	251246.026	414011.9987	435567.381	299773.0101	129649.4065	195319.2837	762747.7463	61212.32022	152789.8796	324421.851	885946.3442	168748.5924	89026.30915	2290007.104	168936.349	207616.2264	237916.1167	125341.9088	120972.1601	1262952.663	284053.5725	76056.23526	259402.7032	506268.5688	178052.3345	284968.6348	1263093.964	205148.2814	855795.3118
				PE(18:1/18:2)					3.93												67476.10655	113246.3907	146543.7798	89641.72835	82164.65349	57417.03008	115456.8	84399.01585	49504.06826	62929.96208	114013.4658	81364.51988	124381.3652	190909.5572	85717.94655	57389.98657	65849.26975	61898.35103	193007.426	94322.13333	227976.0343	231609.3159	1182253.469	96194.329	525807.046	105143.1338	110981.8317	138312.4065	144795.4009	197205.1308	138612.6954	83960.01653	120868.0668	98077.8717	57608.53582	133751.256	145541.5611	85644.42124	91878.13832	113319.7389	100406.2288	82326.9504	93719.54279	89647.1599	203643.6718	379047.2669	71184.35254	840439.3695	79897.4982	72059.80567	170508.6723	82692.00223	114745.8317	85424.60346	94937.2396	70042.30672	164904.3042	125048.4263	287555.8319	106764.3929	379760.9929	60189.21388	541164.5995	80237.48959	80879.77376	48535.36537	82821.14188	101900.1812	106094.3873	76774.87242	85727.53531	80671.57019	126232.7376	110747.3123	319660.4972	64125.3372	94715.27883	47591.5073	83900.50409	158773.7914	154490.1895	247262.039	123007.1413	81109.71797	100948.5137	100880.2395	1244997.094	147249.1995	48059.12216	52735.43732	523800.3478	42700.54312	115203.1358	127167.0442	60495.44098	64467.0793	158869.4541	124605.9926	61600.51074	84511.76955	121641.5074	171179.3115	83413.72409	58306.43776	83579.93422	143339.0537	69646.16058	105028.9385	149652.7303	183515.1809	78403.90146	216999.2391	144388.6182	81382.41186	80958.40439	106843.8052	115411.6629	112357.1899	169860.6804	448544.5167	79335.28986	72120.58286	81215.75716	91150.36426	64862.0358	108956.5513	213224.473	67084.30748	54629.50544	50317.70633	65430.44544	59264.11837	57368.46859	111094.8506	72769.25727	53649.20491	76433.03029	197321.3717	109377.0837	570421.4271	538098.0494	78716.92793	150668.6364	77572.36714	111155.2768	75910.03041	83566.59688	81876.25111	61404.09513	157457.7318	73776.87366	132890.0904	106540.1062	108759.6546	75977.90309	97708.99609	453868.3684	81039.46275	85857.69998	77865.18169	77009.37461
