database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20P02830216_CSHC18_NEG	20P02830217_CSHC18_NEG	20P02830215_CSHC18_NEG	20P02830224_CSHC18_NEG	20P02830213_CSHC18_NEG	20P02830210_CSHC18_NEG	20P02830211_CSHC18_NEG	20P02830218_CSHC18_NEG	20P02830219_CSHC18_NEG	20P02830133_CSHC18_NEG	20P02830132_CSHC18_NEG	20P02830131_CSHC18_NEG	20P02830130_CSHC18_NEG	20P02830136_CSHC18_NEG	20P02830135_CSHC18_NEG	20P02830134_CSHC18_NEG	20P02830139_CSHC18_NEG	20P02830138_CSHC18_NEG	20P02830024_CSHC18_NEG	20P02830320_CSHC18_NEG	20P02830026_CSHC18_NEG	20P02830027_CSHC18_NEG	20P02830021_CSHC18_NEG	20P02830023_CSHC18_NEG	20P02830028_CSHC18_NEG	20P02830286_CSHC18_NEG	20P02830096_CSHC18_NEG	20P02830227_CSHC18_NEG	20P02830120_CSHC18_NEG	20P02830121_CSHC18_NEG	20P02830122_CSHC18_NEG	20P02830123_CSHC18_NEG	20P02830124_CSHC18_NEG	20P02830264_CSHC18_NEG	20P02830126_CSHC18_NEG	20P02830127_CSHC18_NEG	20P02830128_CSHC18_NEG	20P02830129_CSHC18_NEG	20P02830266_CSHC18_NEG	20P02830059_CSHC18_NEG	20P02830058_CSHC18_NEG	20P02830057_CSHC18_NEG	20P02830051_CSHC18_NEG	20P02830053_CSHC18_NEG	20P02830052_CSHC18_NEG	20P02830295_CSHC18_NEG	20P02830293_CSHC18_NEG	20P02830288_CSHC18_NEG	20P02830317_CSHC18_NEG	20P02830199_CSHC18_NEG	20P02830198_CSHC18_NEG	20P02830195_CSHC18_NEG	20P02830194_CSHC18_NEG	20P02830196_CSHC18_NEG	20P02830315_CSHC18_NEG	20P02830190_CSHC18_NEG	20P02830193_CSHC18_NEG	20P02830192_CSHC18_NEG	20P02830115_CSHC18_NEG	20P02830114_CSHC18_NEG	20P02830116_CSHC18_NEG	20P02830110_CSHC18_NEG	20P02830274_CSHC18_NEG	20P02830176_CSHC18_NEG	20P02830082_CSHC18_NEG	20P02830205_CSHC18_NEG	20P02830080_CSHC18_NEG	20P02830084_CSHC18_NEG	20P02830310_CSHC18_NEG	20P02830306_CSHC18_NEG	20P02830307_CSHC18_NEG	20P02830298_CSHC18_NEG	20P02830299_CSHC18_NEG	20P02830303_CSHC18_NEG	20P02830305_CSHC18_NEG	20P02830240_CSHC18_NEG	20P02830100_CSHC18_NEG	20P02830105_CSHC18_NEG	20P02830038_CSHC18_NEG	20P02830032_CSHC18_NEG	20P02830031_CSHC18_NEG	20P02830030_CSHC18_NEG	20P02830037_CSHC18_NEG	20P02830269_CSHC18_NEG	20P02830328_CSHC18_NEG	20P02830060_CSHC18_NEG	20P02830063_CSHC18_NEG	20P02830064_CSHC18_NEG	20P02830179_CSHC18_NEG	20P02830178_CSHC18_NEG	20P02830069_CSHC18_NEG	20P02830175_CSHC18_NEG	20P02830174_CSHC18_NEG	20P02830173_CSHC18_NEG	20P02830172_CSHC18_NEG	20P02830171_CSHC18_NEG	20P02830170_CSHC18_NEG	20P02830203_CSHC18_NEG	20P02830183_CSHC18_NEG	20P02830180_CSHC18_NEG	20P02830002_CSHC18_NEG	20P02830006_CSHC18_NEG	20P02830188_CSHC18_NEG	20P02830189_CSHC18_NEG	20P02830202_CSHC18_NEG	20P02830271_CSHC18_NEG	20P02830185_CSHC18_NEG	20P02830229_CSHC18_NEG	20P02830228_CSHC18_NEG	20P02830164_CSHC18_NEG	20P02830226_CSHC18_NEG	20P02830092_CSHC18_NEG	20P02830095_CSHC18_NEG	20P02830162_CSHC18_NEG	20P02830163_CSHC18_NEG	20P02830220_CSHC18_NEG	20P02830017_CSHC18_NEG	20P02830016_CSHC18_NEG	20P02830018_CSHC18_NEG	20P02830089_CSHC18_NEG	20P02830151_CSHC18_NEG	20P02830153_CSHC18_NEG	20P02830152_CSHC18_NEG	20P02830154_CSHC18_NEG	20P02830159_CSHC18_NEG	20P02830158_CSHC18_NEG	20P02830276_CSHC18_NEG	20P02830238_CSHC18_NEG	20P02830239_CSHC18_NEG	20P02830234_CSHC18_NEG	20P02830235_CSHC18_NEG	20P02830236_CSHC18_NEG	20P02830237_CSHC18_NEG	20P02830230_CSHC18_NEG	20P02830231_CSHC18_NEG	20P02830232_CSHC18_NEG	20P02830233_CSHC18_NEG	20P02830048_CSHC18_NEG	20P02830046_CSHC18_NEG	20P02830042_CSHC18_NEG	20P02830043_CSHC18_NEG	20P02830040_CSHC18_NEG	20P02830001_CSHC18_NEG	20P02830322_CSHC18_NEG	20P02830323_CSHC18_NEG	20P02830326_CSHC18_NEG	20P02830146_CSHC18_NEG	20P02830147_CSHC18_NEG	20P02830144_CSHC18_NEG	20P02830145_CSHC18_NEG	20P02830142_CSHC18_NEG	20P02830143_CSHC18_NEG	20P02830140_CSHC18_NEG	20P02830141_CSHC18_NEG	20P02830209_CSHC18_NEG	20P02830208_CSHC18_NEG	20P02830075_CSHC18_NEG	20P02830073_CSHC18_NEG	20P02830072_CSHC18_NEG	20P02830079_CSHC18_NEG	20P02830078_CSHC18_NEG
				dMePE(16:0/18:2)					6.12												19059106.55	24558733.04	18682126.78	15330316.93	15490036.79	16624553.03	25481039.5	17413798.08	13372215.85	16792981.29	12597002.72	17506933.67	15580349.81	15542043.88	12146466.14	12145270.18	17149612.34	18838061.37	13784434.72	19318909.84	16689710.18	18984873.02	13925758.47	13386640.28	29972706.61	10387132.6	14231052.61	13810612.83	19986615.73	12064372.16	14971980.13	17133682.44	19298141.86	15249055.19	15251908.79	21213101.2	19695752.91	18733946.34	15448340.16	20260066.59	19690351.85	23108306.37	20167025.09	20330576.2	15359804.25	17275643.37	20076677.22	23012320.35	18947118.72	17026759.01	24513436.42	18482891.73	18980682.28	19610816.14	17015317.9	23425461	16767747.2	16823505.44	19776978.83	13259335.98	14273584.81	19494663.27	21421839.22	19032322.53	16214145.19	16953180.91	16052670.24	14902070.41	11261357.7	18268580.18	17446514.88	18911978.48	12999737.1	16026942.83	21304912.76	16675646.79	16105486.93	21524701.88	18034194.61	18626722.64	14003681.29	17013851.65	22635134.13	18195247.45	20555837.24	16368412.84	22337847.99	13458839.09	14927124.55	17903080.71	26432937.38	12977900.45	17440967.83	23133975.78	25143364.11	18085496.75	21156690.01	19749305.26	18791042.48	10009513.19	21771683.02	24294104.71	22415802.36	11880807.23	16875717.45	13952470.98	17083443.24	16808194.06	15037369.05	13734461.19	16947660.76	18787961.87	14825838.23	13033393.17	14532455.26	19719142.55	16135562.82	13936184.52	15463332.29	25208365.15	17650275.74	17970135.45	17728695.17	13674977.77	18611218.59	19421199.17	16211362.47	19238196.32	20290330.36	17487190.7	13640762.24	16458013.39	18278060.05	18796142.95	16770370.12	13564479.79	13095786.43	23369145.52	17795192.89	36166532.91	30595970.89	18268850.92	20283597.27	20030413.28	15357916.04	15180930.41	16402465.18	13369945.1	17092340.41	19246344.57	14845228.24	14347014.31	18955559.2	20186275.4	16799829.6	18263407.72	27500215.52	16151251.16	14105431.8	31774907.16	17591779.89
				PE(16:0e/20:5)					6.17												5155354.135	2529138.523	2783658.997	3323421.21	3471262.094	2614479.449	4416441.859	3200299.353	4953642.738	4823737.24	3878549.43	4828843.651	5097566.283	7154576.558	4679891.762	2383268.981	3247020.623	1817381.458	2217532.647	3480283.47	4358066.907	1793927.953	1637083.133	3300015.56	6566586.782	4513561.654	4929972.866	3965486.519	5631045.396	4401638.401	5722861.014	3564046.715	993221.3865	4042489.45	2675787.327	5164814.912	4996745.044	3245101.093	3195563.511	3327956.071	3508296.959	3508915.394	1436850.752	2974395.671	6305638.781	1964673.594	5468460.935	5199628.735	4459512.227	2867641.677	6510285.593	2838534.306	3264367.053	4480416.714	2650032.266	2701790.229	4660452.227	2910690.621	5493522.45	3214884.914	3651993.442	1620004.942	2310024.672	4066576.582	2578175.041	3555603.493	3197437.885	5394877.385	2477045.45	2425706.166	1158111.352	3300912.268	2610652.146	2241002.58	611870.0552	1153153.554	6081249.111	4567453.981	2956204.314	2095346.78	4602442.999	4641132.038	3620729.601	2768166.279	2925433.227	2452612.968	661999.1503	3608016.002	6378040.668	2691582.891	248956.3848	3215444.256	3639188.576	4228818.64	1526820.531	3092989.834	2986081.624	3553870.109	4511728.1	4399875.421	2400275.058	2179100.499	1895953.963	2400111.607	3381731.118	2576254.608	2536690.001	5281966.828	2723522.077	2462613.155	3488348.79	1017987.524	5390141.24	1370150.052	2891408.963	4289909.228	1851483.801	5161452.746	3987080.484	262847.5684	4331946.896	4603141.139	2089906.276	3930387.779	2692888.74	2998053.747	3278100.719	4302588.133	2137257.081	2094083.493	2496931.733	2737743.226	3134389.588	3452394.616	2730765.21	4300929.31	5464200.534	118532.6637	3403159.804	556385.8729	328895.3347	2101647.408	2413194.492	2212489.898	4523465.117	1545651.766	2890285.602	2711109.152	2223293.539	3638048.314	1893640.229	6259606.156	4971718.939	5089094.593	3336041.317	3119323.3	702768.6141	2843051.932	4280463.517	2405716.565	1555205.765
				PE(18:2p/18:2)					6.18												5790902.233	2898038.632	2772750.07	3891940.294	3119509.795	2930715.493	3663060.038	3020954.18	3239647.038	4226916.317	3853666.794	5912551.414	5403119.971	6581849.284	5094181.448	2036029.775	3521620.568	1343317.3	2272822.181	3530544.204	4883667.948	1698402.36	1767953.761	3450490.309	5627171.663	3833971.026	5006125.9	4140918.303	5393800.061	5060362.785	5951683.424	3334365.499	659040.4008	3881496.804	2538653.509	5970525.315	4319489.396	2717193.106	3259937.422	2562236.749	3536248.311	2908089.025	1425264.07	2499809.864	5738221.818	2003497.07	4743935.306	3998502.752	5236046.541	2448910.439	6394478.735	1796911.209	3170403.579	4647739.639	3598756.732	3325114.499	4788606.894	2620693.153	6047559.248	3599173.696	3717494.285	804739.8641	1053553.395	3668016.333	2756998.589	3119094.423	2218313.793	6362354.011	2675574.496	1679887.21	871021.4511	4319689.765	1701616.138	2176271.954	536303.9254	1372853.245	6380721.043	2037047.082	3220652.797	1980477.937	4384899.09	4112617.841	2859097.368	3136827.364	3737909.578	2173237.096	1080951.617	3550119.749	7134949.2	2551728.532	373640.0407	2946423.271	3653190.419	4082460.849	1167278.257	2609301.381	3149208.241	3425212.996	3891354.056	4160125.509	1941178	2243691.766	1825440.039	2303808.157	3207254.042	3175897.687	3415918.281	6116951.154	2835235.693	2067547.708	3662245.712	810903.0461	5361381.939	1086772.582	3153374.347	4790575.64	1459567.472	4408636.463	4475964.347	587211.3653	3554327.705	4542527.258	1665851.181	3197732.482	2714893.982	2436787.285	5659087.434	3403258.53	2532308.658	2607171.328	2463570.909	3462009.055	4157528.69	4700585.522	3646472.769	4128513.028	5621702.199	232809.7593	3332351.109	400120.0197	378595.6946	1506851.891	2400051.468	1386503.76	4977345.149	1127429.925	2877389.32	1633315.766	1508504.56	4314276.6	1868626.107	5638470.496	4773754.176	4740420.098	2617605.775	3087324.635	683871.0111	3064842.355	4375281.943	2682075.238	1457419.729
				PE(16:0/16:1)					6.2												50986.54636	113089.838	532310.4666	190493.2062	122203.6892	109438.1673	150760.9279	396399.2632	567481.9964	79065.60398	844975.5334	372036.1555	447095.403	389454.0933	724270.6777	53548.43929	2081135.824	921506.266	1812646.344	3343376.075	1415024.268	2080251.343	3671050.583	3846602.071	6045903.543	748326.6447	2612089.822	935479.9349	817219.0695	568068.0312	172525.7087	1232416.052	1249973.606	43459.29546	41843.34309	319402.7376	695444.5834	146766.4232	314694.432	255536.9561	203477.5038	124744.0739	1286509.887	31782.27661	1611923.899	5429424.812	2153639.16	3122287.766	601248.9715	516695.137	108237.933	216795.9923	427766.8581	47634.51781	127800.9215	66073.50015	614993.4134	72767.28128	2686298.722	419208.2543	1158971.641	442484.7324	1006442.053	311098.018	1548107.856	267613.7217	1458892.964	340061.7313	582374.1725	128063.3018	452674.6031	71667.86031	1596626.427	79143.44152	162366.6599	137700.5272	318390.7363	23703.72228	957648.7735	1249339.826	716811.1383	226855.1122	114880.7935	735274.5142	643922.2682	386019.3643	3066728.841	1118617.227	85366.7936	15694.67266	1519323.855	188058.9222	205502.8906	96219.90437	699108.4489	34041.23101	121612.0235	1296616.53	401743.9856	1312021.416	100385.2825	1305297.359	68655.03998	627417.4845	762628.3367	1704249.573	245743.7466	7594.073806	523910.3164	3080347.561	677325.065	400263.8696	714813.2742	1869914.22	23252.91178	74290.30254	2624250.957	3594419.691	613990.4791	2529018.259	99354.32236	768937.0977	376285.0067	1798409.503	192511.1989	166569.3303	5141073.663	58041.66679	513913.757	409541.8843	544384.0598	104973.4819	155202.5848	352047.5021	340818.3068	366010.2214	161192.808	1883437.553	196993.4321	2118975.665	574523.8393	13415.79948	536406.4931	700171.3051	123025.1531	2266267.249	99583.87559	119708.0391	608481.6301	316168.2482	157296.8576	939976.4842	17545.67297	23987.23188	97413.54766	192912.3011	1309099.998	182402.4822	1579090.088	173258.6389	1186706.924
				PS(18:0/20:3)					6.21												101713.2614	144190.1673	213076.6438	147351.9154	235980.7542	38801.26947	23828.27342	65000.55082	140661.61	267550.3156	50148.12405	76321.56393	338780.3943	23273.53125	205025.0714	272208.601	458923.3933	388665.6424	197216.5857	1619862.514	42740.85289	190283.3835	113958.6974	93653.28714	41158.38275	288541.9838	766637.9873	117957.5749	195673.8975	22606.572	1656004.159	1443881.598	35819.68638	1303109.897	178165.1522	250497.9308	72419.33481	131514.2248	5556293.692	185353.5456	43897.79972	483875.8253	44775.3073	152394.1794	164101.5696	296862.4898	2070379.857	2460525.751	2107798.642	1038348.953	348952.595	142537.7067	1528411.866	347722.3366	1096990.578	151358.1735	37100.45208	81234.61244	224668.7448	105783.1032	165096.8389	296333.9306	988834.4228	25364.50923	129084.5595	823433.7815	469554.3751	114080.4797	504200.4479	2504214.004	554216.2661	676469.57	1640392.178	529933.5451	3098924.476	28197.59173	326525.6669	326120.8143	43339.05239	135328.8989	1299284.26	968212.0939	101408.5282	859596.4804	500593.6751	226402.6226	897466.4472	60380.27465	23107.72447	53805.36833	79351.20788	78122.53695	106957.436	43835.30575	60825.42679	26488.93124	163724.3745	52839.87057	960972.0057	63491.90848	78347.88726	114576.8581	552188.8809	123369.6514	17972.62039	620854.5564	137618.5582	658981.5782	483894.244	252893.6272	120802.6786	208333.8723	27386.64329	211466.4993	760977.5163	37566.08345	107388.2964	120440.8934	104414.1644	651040.011	59231.92698	299473.395	102906.0509	545196.717	62911.5358	65833.30126	860104.2432	86644.59358	726763.6951	97655.23968	284156.3932	151510.7731	228458.2261	825648.3898	193002.0532	116048.8984	53155.71255	33876.76485	133100.738	224279.6036	351176.3194	155142.5841	198203.9778	709106.9581	143067.2407	1821447.72	194845.0246	286775.459	198714.9931	19400.81967	166093.0565	247940.2206	182677.0144	136628.5001	229864.1021	9793.667205	41465.64149	49204.7317	111633.498	101862.9466	94523.19293
				dMePE(18:1/18:2)					6.27												2305567.948	3222383.224	1290952.216	2684601.639	2833620.974	2213181.835	3290243.457	2801312.323	2188695.052	2982045.857	1797300.467	2763098.617	2476305.919	2787310.865	1925401.666	2826953.611	1901329.538	1451135.058	2040648.162	2379049.389	2483293.743	2403501.111	2887935.086	1268410.87	5961002.483	2100477.941	1475017.478	2571006.103	2197035.517	2189775.861	2206711.48	1982490.17	1487152.728	2204840.171	1797960.545	2887202.251	2260583.33	3366793.588	3031640.541	3767734.075	3046769.391	3246866.282	1750597.546	3826472.06	2711381.452	3326530.506	1449721.153	4943196.531	1890727.381	2512280.031	5198687.926	3269283.456	2419932.158	4151858.25	2119632.975	3454948.705	3650912.269	2756705.369	2291708.7	1724455.2	2034351.953	2838426.04	3001066.451	3194069.846	1789051.415	2009769.142	1689862.305	1615173.458	2293657.665	3250223.119	1724637.248	3062008.248	1712887.161	3240977.341	3566940.103	2600783.744	2708107.695	3986025.913	1787086.331	2734914.281	2126955.06	2779986.73	3401404.272	2643235.941	2398872.592	2732825.474	3213911.139	2360099.972	1852100.574	3430819.607	4296041.183	2265898.159	2617413.702	2778912.133	2359712.15	3028398.412	2868440.155	2781459.646	2479061.904	1754275.794	2891336.875	2446178.678	2742975.363	2200700.747	2082691.819	2007745.616	2549816.825	3008331.882	2226014.89	2099454.215	1735881.583	2637396.623	2760411.152	1590676.153	2710798.26	2781128.71	2329701.863	1958941.84	2664120.536	4370376.795	2692115.393	1987738.118	1938906.853	1923427.124	2110331.403	3465398.102	2886375.909	2543905.407	3659694.228	2499941.893	1795531.903	2459955.162	2698796.613	2385037.715	1991918.629	1778855.049	2709156.956	2641901.85	2230175.061	2366977.152	3456446.345	2814545.419	2005715.826	2059973.526	2743458.001	1553489.575	2302900.829	1787312.337	2100257.539	2493538.25	2363009.634	1889490.107	3915130.17	3099569.079	2367431.674	2734611.088	3285610.662	2426583.14	2004510.586	3429717.799	2519299.9
				MGDG(18:1/22:5)					6.28												258296148.8	327196794.4	316175957.1	316688475.3	309111513.9	276432937.3	356547065.1	306018804.9	233580261.5	331459465.8	180846888.7	274284343.1	278475544.8	283980483.3	200164403.5	299945076.2	183404119.2	172772820.2	238500474.6	255492791.2	275786139.8	329989981.6	312320631.9	160018342.8	595935712.2	244104206.1	192442089	274622000.5	190355930.4	281492876.1	212862786.8	195515364.5	166279385.2	260503762.6	226044910.3	357344521.9	260109982.1	324202192.5	318679865.7	406293458.5	306628090.6	347141386.4	237666004.3	389117864.6	288408050.4	376931889.9	135703230.4	525654657.6	236229277.9	205600067	563982750.9	334151835.5	292673804	433433363.4	245590654.7	362227907.5	290576516.4	315585252.3	306509548.5	200472352	234626482.3	336040178	314006891.7	339311699	249658702.1	227819149.2	211860420.6	206591366.3	234808292.4	341433841	212942918.2	333381719.1	210908917.4	344733485.5	361097213.4	312958438.4	308734926.7	361205921.6	215127520.4	271098545.6	229816923.1	315196938.7	333760795.8	321623245.4	273501530.1	341306858.8	394941179.8	271841111.6	246439022.1	368022192.5	458929766.2	274860798.1	325075341.3	309689448	308284982.2	326071942.3	351820157.6	274398510	247848733.9	212796487.6	335695905.8	297731887.6	356404907.6	270431532.3	232478210.1	201168909.5	261208193.1	338265786.1	252544963.9	283811220	184324704.6	308680530.9	316461964.3	162286830.8	274841331	272455387.8	268021893.5	207806065.7	280683020.8	447261306.4	296366299.4	242594559.6	250944273	221809848.4	247497838	356927102.3	348156558.2	344510480.4	408366425.6	244348120.9	209841983.6	223309000.7	317869235.7	275973822.9	257494625.5	207316385.5	291967362.7	255978666.5	283951900.8	303684615.8	353320199.7	328569460.1	234263775.3	225902026.3	326650230.4	177348528.4	243977129.3	192544742.2	249198293.3	258024603.3	249977011.8	234401542	339918164.9	320634551.4	299699747.1	322625760	375731192.6	289059863.8	214255014.8	407824747.2	294126155
				PE(16:0/20:4)					6.29												22787009.84	34332237.38	23356699.52	41781198.47	33874408.02	52108597.14	57055041.35	59095172.24	35695781.45	23326356.76	35842488.05	35490846.91	35153409.11	59922249.63	60910292.69	23412414.73	51211700.08	61736637.06	76587597.35	73623918.15	44152334.09	106191095.7	186882685.3	71839977.27	265729044.6	58134931.2	66031867.87	53701074.85	51120928.4	44805735.53	26855328.4	53422015.25	213612165.5	36290138.27	26781677.83	49932453.41	85820822.78	41422339.83	57041029.6	42128423.93	32820869.03	31828336.42	85544387.17	39516594.97	47799845.05	207103467.5	96118809.45	76234559	45578347.68	69516106.79	51741170.59	49101993.56	63307511.47	38982918.88	24559575.18	47125135.81	61796357.81	59746486.26	124401233.8	53902037.78	86887158.9	61646060.53	129472346.1	44543719.89	47282226.53	45359250.22	51802034.58	47692071.15	44804900.6	42632492.97	51964426.89	43910847.93	85155047.05	35537913.37	45984881.07	37900254.47	30647082.47	25633164.13	44529416.12	83947472.69	68884902.43	53423952.51	25660043.2	42652582.52	47349084.23	35446280.38	117180103	70986302.73	47785039.35	26672133.49	188876156.7	26033919.19	37844667.15	27727331.34	51944764.19	37444809.05	44330483.67	80585139.25	53135253.87	53282740.91	44349565.75	127090288.2	29011834.6	40635950.84	96406729.85	86731020.94	50128191.22	35883701.64	50938808.89	83367616.76	53369286.63	49673079.88	36965569.93	54389477.23	28970546.44	71556663.27	85421977.57	77429315.72	70574210.14	108875005.1	33046983.62	34141495	36498668.45	88018289.25	43778964.14	54675089.49	126986894.5	34446901.48	65549971.73	41624379.13	52023846.15	40288504.74	47510853.25	45095273.61	31295029.31	46670702.36	52878052.88	144764007.3	39495614.79	173399252	73177354.82	15338880.36	36130574.47	103348108.5	57481407.02	103221967	37374134.19	50489567.02	54220959.1	57108774.2	33407312.02	47963126.48	35404186.5	21345462.9	45924748.92	50499085.87	131824279.4	41133782.98	61926378.12	24261283.69	53813194.35
				PE(18:1/20:4)(rep)					6.43												9505502.437	12327046.43	6871402.201	20064030.37	18120859.06	27768071.19	19952614.33	26416416.26	17653640.75	10446840.15	7060796.953	19228986.97	13005459.67	33484707.51	27930351.92	8097526.345	22173829.96	26667272.61	34625547.97	28445994.61	11861011.32	55625416.58	87624851.09	13075834.31	132852649.1	27277514.72	18435211.83	28203874.33	26200302.07	27595188.57	9850517.884	20478723.39	72955532.47	21043071.28	9942452.777	24472172.41	39493771.48	23082374.15	37949977.37	25597890.97	18915941.31	14885574.69	35592568.66	17069226.72	16401737.01	189012290.7	32510156.87	37398593.64	20316941.13	29785118.02	34116408.36	30438949.44	26765137.53	21774042.64	11663757.35	22353457.15	29424921.33	23124364.7	57342855.48	25723402.92	47160014.55	21513332.67	86884305.72	22771049.87	17588328.52	12872515.98	25245656.8	21872597.79	20034675.67	23621870.52	21143378.24	21102784.91	45806982.55	23209992.77	18280582.9	26826179.15	11306840.55	11222063.77	21495359.72	45512084.91	24451041.38	19280939.46	7719432.796	19676608.78	18309971.38	13834001.28	58341910.46	44675726.96	19649534.53	17693428.35	55231539.68	11305521.06	20503648.38	12914950.36	24762765.32	23024528.38	21355750.01	29084739.35	27279026.07	24253801.25	11728962.11	56123347.84	12438535.31	21762380.25	17306591.85	43609056.17	19531818.88	21054077.82	23593027.94	36023733	22503635.33	17972614.86	17249261.48	24362901.7	11686720.49	29162586.41	51271828.98	43672011.52	38023216.66	61826688.16	10739102.19	12459549.62	20316138.04	41042661.28	14317212.81	28679474.57	84825267.39	16860515.89	32907211	17167290.48	30651203.68	12933319.4	27059126.91	20090066.52	19191790.22	23412661.66	40438029.36	51809779.93	9967687.833	75132320.44	34851025.28	5452200.809	7897930.68	48380835.3	35460490.96	44692564.68	22111536.78	27436510.2	24194254.57	22439191.04	16922688.04	23404819.33	13729457.65	6014166.924	17581358.19	23024256.99	48160708.09	19160586.32	29089575.29	9263757.99	28976040.86
				dMePE(16:1/16:1)					6.44												30021590.89	31407727.49	45751311.66	64501516.22	45035281.57	59224446.35	73825225.36	66605131.84	23048806.17	20204337.36	28766220.89	34649729.94	53398014.89	69887078.89	39906905.72	21738114.11	48994468.19	43757064.55	67958968.91	85871658.02	68670477.9	136284264.6	219727064.1	48404655.07	541348303.6	39850065.76	73096832.64	71146794.44	45393488.06	47312843.84	16231767.83	45280625.89	168112947.3	21636174.14	15991334.17	44129776.01	97273313.95	39468916.21	44006295.82	56765387.36	30183459.12	37705124.19	61329816.73	49023544.13	84771465.36	171528514.6	54954199.05	170280417.9	49676197.82	78143993.59	125054986.5	70952768.84	84228691.26	82710056.54	25941230.48	57771370.12	102002404	80240343.43	184646838.7	40038543.08	90859719.51	44541836.82	107442065	62818955.7	51546102.02	61245666.5	37934754.73	44530597.35	32641250.66	43568330.32	37519696.73	49171637.79	69814149.88	37261904.18	53157091.12	28415553	33755012.2	17598583.34	42376548.24	110395016.1	45373295.38	91956040.13	23383651.47	42943089.7	43795289.88	32929058.27	151110149.5	48531182.26	46195221.23	39962417.9	227425935.1	25648693.61	57642403	36034244.34	55768158.52	46981209.48	42631141.14	124593004.7	54549854.12	67294796.72	42413976.43	100070836.3	33583774.97	52283342.75	88014561.35	74836889.49	62819559.94	35714994.9	65740314.19	136124440.2	51818987.01	48802440.34	48095657.14	51589467.76	20522257.43	81330957.52	66859387.46	68585271.01	48286086.49	212897583.2	29818296.28	43494899.73	38686738.48	98166903.5	28000694.76	73783273.69	5024285.28	40312979.21	51008482.4	35599024.95	47997527.3	53880129.24	40112398.47	45358573.66	28935576.23	28963058.15	40593763.78	224316681.8	41732014.62	280682050.6	88627192.71	17730412.99	44181406.39	58738897.16	40757240.16	60142002.23	28980599.87	33733889.13	52790689.78	73028262.03	28729938.86	35745352.71	48048676.28	24260420.94	52973026.03	62182490.43	196193129.9	40568363.35	44569491.08	29927096.67	54215481.2
				PI(18:0/20:3)(rep)					6.46												5010104.766	6253726.506	6676604.227	7891734.96	8042749.387	7035800.875	8329129.144	6547450.958	5770254.607	5668626.171	4038590.857	6682423.361	7171328.325	6132517.729	8100007.505	5566212.488	9738395.005	5021380.378	5795786.047	5479452.452	6402154.729	3089091.931	6042057.653	7777153.271	6391341.599	5323556.572	9473915.051	17343.94475	5357439.74	4662460.378	6790156.236	6541318.717	2917322.061	4078319.148	4987455.894	8327405.918	5253893.632	4974676.882	3527212.965	5503167.334	8936512.51	6905920.656	6627720.614	6850037.335	4727449.033	3740526.551	4844859.474	4372554.106	3570114	7553361.233	5729291.19	4695344.728	5096018.269	8068636.066	5451458.223	5805900.985	6930473.17	6587591.371	4015006.489	8014144.659	10476777.22	6251163.361	3060626.579	5059276.205	10157647.07	6336989.788	7550271.963	5622364.485	5879548.722	6781578.981	3335493.596	5965671.475	5312894.482	6316986.749	4083726.228	4923848.886	5049105.49	7231037.636	3941401.222	1684620.592	4970214.526	6627071.356	8955554.411	5888701.281	6249370.865	5738872.593	4113391.063	12599914.22	6372880.369	5379946.211	4569657.702	9857320.71	7013028.836	10068364.33	14043450.65	5930772.289	4665826.418	8536426.299	4810765.203	4909871.202	6389612.926	6817578.179	7699022.468	6795250.546	6329505.652	5266874.97	8770686.844	4261045.681	5508286.833	2295358.954	5359710.648	5584278.611	7570720.231	6639741.829	5934671.317	6209583.81	9090572.348	8987074.658	6197897.267	4529319.345	8988425.222	5557298.384	4839074.229	5879259.408	4928147.361	6941780.709	15172560.86	4864561.118	4290339.823	6682766.927	5620808.964	4743676.251	7241649.277	4998066.543	6271139.995	6401281.999	6917581.198	3184626.88	3998112.823	2169007.191	3611176.077	3006105.877	9209923.092	4861445.731	5453509.163	5638213.933	7583637.975	6841254.422	4377329.124	4881754.069	4217271.594	7545697.425	5944764.81	4816850.959	6639109.826	10813503.51	2392768.035	6590692.868	5841754.977	7703224.474	6723959.958
